# k=16
# n=200000
121.3894 213.2688
360.9865 231.1760
637.7161 69.6587
653.9504 301.2407
127.8062 320.2993
548.6935 391.0791
700.9384 392.9060
841.7204 295.1849
240.4582 710.4136
406.9544 672.3756
651.4234 469.2094
877.4691 627.3299
140.3803 659.3035
509.6582 791.8247
665.6472 913.6438
864.2388 926.3296
168.4890 290.2726
383.3863 330.6760
713.6600 79.2363
690.7907 115.0961
339.6440 380.8486
437.9945 340.3079
602.1729 365.7599
755.2731 425.5222
225.2755 721.2605
454.5946 728.6837
706.9202 747.2969
851.3821 498.9299
308.1913 939.3899
521.4088 820.7323
664.1451 713.3375
899.4824 822.0597
135.4872 69.0382
506.1827 346.9418
476.5554 290.1786
773.1385 95.2296
138.1674 480.6376
511.8301 263.2570
634.3598 263.4821
865.5321 349.2862
314.2716 744.1907
401.6261 749.5527
542.9010 473.0912
829.9288 459.4133
109.2155 772.3808
433.1401 696.8597
462.7307 910.3337
744.1492 937.5978
318.9979 163.3368
388.1229 206.0219
643.1666 228.6951
817.7783 236.0378
332.1864 402.1080
379.3575 466.0934
521.2907 340.3261
943.3392 406.3382
214.5291 453.4372
374.5631 623.9896
456.0159 634.7394
839.6542 468.0242
238.2023 789.8751
453.7844 755.7731
662.0851 871.4103
656.6547 668.1730
252.8061 338.9917
325.3367 186.8936
627.8016 146.0076
759.1865 143.8012
160.7462 428.6865
340.1212 363.1481
681.6820 258.0764
820.7774 470.5520
143.0050 516.7614
491.1423 521.6086
506.2183 580.5703
859.4199 480.5525
146.5898 750.1261
500.0617 781.5292
706.6606 700.7853
751.0131 845.0697
315.4695 185.3307
317.5084 86.2758
608.8883 107.2411
892.0332 301.5429
105.0759 333.5776
492.1679 442.5812
691.8774 353.5848
688.9067 337.5829
288.1586 531.3523
353.9063 575.0717
575.9314 572.8566
926.1837 496.7994
51.3985 932.9804
513.9935 946.0741
580.3057 935.0483
928.2132 716.6272
273.6569 301.0096
448.8962 205.7045
536.7126 152.3206
718.2399 70.4203
226.6033 336.1034
493.0576 263.5230
721.0828 458.1117
927.1564 518.9701
319.9025 623.0860
253.9433 673.5895
501.5465 539.9664
848.8688 607.4892
174.1251 931.7127
433.6492 752.4058
525.7425 908.4994
793.1592 884.6975
155.5525 109.2001
410.3911 295.0433
501.3907 287.5016
926.5300 291.8153
297.0496 252.2514
438.5822 508.7664
464.9796 331.4191
730.5758 408.1799
176.8952 591.8700
482.9493 450.5426
466.4501 488.0590
687.3879 470.5250
342.4078 906.3347
275.8384 800.6360
544.7689 744.3739
755.3869 844.0741
225.9839 158.2504
307.3246 148.6329
487.1265 216.6578
864.8128 164.0714
73.9704 303.5668
361.9824 431.3305
684.7866 364.0794
890.3483 436.8780
179.4781 561.7260
398.8455 660.8642
576.1542 658.2370
788.2520 523.5250
210.7512 858.5507
271.4743 777.4666
577.7565 913.9008
930.9452 762.2707
319.3563 287.2751
328.6539 189.2430
486.9438 293.9665
848.6869 316.2031
287.7408 450.2685
470.1206 419.1532
480.9400 426.3276
651.4704 293.0555
282.2912 463.2939
277.5397 479.7899
714.1404 503.7461
657.0462 702.4607
86.3850 903.1830
452.0604 900.8546
735.7234 823.7229
889.6242 660.8808
280.2256 203.3977
464.5474 82.0231
674.6895 330.3687
668.3418 147.2741
219.1932 498.4178
322.6378 303.9317
524.9898 434.7943
876.0630 368.1190
160.2414 568.9919
355.0853 575.4653
474.9781 600.0929
941.9169 573.8494
274.2227 698.1861
457.2514 876.8348
652.1567 805.1276
795.1163 842.8859
319.2204 94.7982
278.7582 274.4464
724.9843 205.1762
782.9161 265.6732
105.8333 330.2072
309.7540 425.6852
544.4543 319.6916
857.3397 536.0277
138.7591 661.6000
373.9602 706.0918
625.3945 530.1521
715.2815 456.9374
193.8469 764.8250
301.6743 758.1411
546.6126 882.2614
693.0830 947.3654
193.8770 229.7002
390.4159 300.3835
696.4845 217.1364
794.3898 266.2127
306.9947 370.0787
470.0765 538.0777
590.2186 318.8805
720.4336 465.3065
252.6052 737.6144
506.1645 522.6275
506.8870 527.5869
706.1557 661.4203
307.5787 919.9280
326.5024 909.5297
544.0250 776.9886
868.6905 675.7776
77.7927 300.1787
337.5290 156.9983
624.0900 252.6522
652.0651 150.4406
180.8664 395.7702
313.0289 425.5316
736.6012 367.2760
813.3070 285.7530
132.4284 649.6299
283.7587 716.1567
722.6286 479.0717
932.3863 562.2670
281.7258 877.1970
338.6602 852.7662
646.2235 891.8165
729.6775 876.2569
338.3979 251.8475
410.8502 83.9888
598.1642 155.6473
865.4280 253.5632
219.9174 304.5939
443.7003 439.2653
503.7313 516.9758
846.6114 286.9392
329.5532 492.4153
349.4590 666.1432
629.2298 616.4771
844.2460 587.3112
143.7328 702.9144
270.5789 864.7506
676.3441 812.9405
871.8916 757.7667
129.7538 165.0139
511.7621 62.6332
601.4135 124.1589
880.6704 156.2328
149.8588 371.0017
412.4494 481.5131
555.8654 504.0651
683.6393 331.1463
79.8946 483.8054
483.6949 668.1868
505.4538 506.7509
774.9966 672.9952
294.7245 874.6101
427.5749 693.9413
569.5258 708.0915
808.2804 820.5105
110.6230 125.0452
484.4989 59.0262
690.9469 317.3600
934.7968 164.9439
