# k=4
# n=5000
150.5155 507.0502
798.5540 210.8678
331.0509 641.4122
742.4632 811.0283
130.2631 97.5071
834.5492 299.7169
464.4734 417.7197
639.3603 777.4367
197.7144 555.9687
867.3804 98.6283
96.0563 687.3729
886.2412 607.2688
191.6330 294.3916
431.1871 194.1792
302.2771 664.5728
533.2089 532.0999
192.7239 313.1351
561.5575 94.0782
502.1223 694.8938
737.8138 509.6198
579.6050 513.3066
477.1116 249.6809
444.0755 772.2626
884.8870 627.7202
498.3512 418.4861
568.3509 377.1236
524.5728 839.7654
669.3086 711.1678
100.5962 204.7033
815.3688 290.4903
169.8370 691.0660
768.1870 753.9096
270.6848 302.8141
670.8799 472.5546
343.8025 613.2942
661.5134 431.4541
105.0770 435.0244
908.2605 379.9252
280.1332 501.8413
667.7859 907.7050
468.5949 353.1421
846.8116 199.4214
340.2192 892.9004
705.5641 646.2325
217.9731 357.3315
895.2248 86.1879
475.1609 826.9096
859.7565 786.9184
487.9033 342.6725
697.3456 296.3787
111.3950 851.6717
701.6663 516.5864
335.6936 325.7959
595.0616 256.3723
352.5727 728.4114
722.8929 645.7401
97.3208 198.1358
505.2723 375.5638
513.8378 815.8861
815.2154 824.8854
210.9804 504.2057
753.2234 124.9504
91.6786 423.9467
794.4601 541.4463
138.0776 395.7344
588.8781 118.0910
163.1461 680.3569
500.7391 553.1239
439.1283 310.6841
577.6675 320.2188
95.1506 609.9452
627.1260 510.6863
137.7142 533.2426
671.7247 187.8788
386.1577 825.1865
427.0757 425.5989
156.5642 442.7511
496.7805 435.6361
422.4212 689.0177
526.9665 904.4639
482.2388 341.6331
528.2646 407.5865
280.7823 704.5896
577.2896 732.1406
112.7259 232.6363
900.6183 521.1005
236.5266 845.9239
571.8485 886.3109
455.2544 291.4195
542.8457 87.5735
522.6923 435.6249
826.3737 897.7672
368.4736 169.0919
850.5572 570.2210
435.3449 671.1035
605.6511 590.1321
186.2142 420.4098
633.1417 180.3927
135.5454 749.6454
564.7030 666.5666
246.0062 519.1441
866.5058 92.3798
183.7598 580.5370
910.1915 808.0169
252.8812 189.8482
753.8942 502.1839
549.4271 588.5916
857.8633 760.2218
325.5827 576.0874
533.9869 446.0659
125.6734 501.5137
872.1606 523.1508
462.8914 383.4377
837.2328 267.3873
253.4760 562.2743
850.3766 718.6579
560.4871 526.9659
484.3397 358.9186
135.4708 436.2356
453.2634 849.7508
477.3916 497.5863
587.1154 390.9263
474.2851 605.6865
702.0574 528.5237
124.2050 216.6952
862.0507 365.5567
545.8669 645.5513
555.2580 810.1740
497.2174 89.5242
751.8725 129.1749
140.8846 859.1967
436.6784 536.4833
577.4126 293.8401
474.4458 167.0251
204.0435 788.6699
468.0837 872.0489
272.4720 568.4654
871.2780 230.3451
210.0384 655.1717
466.7312 742.6918
103.1434 88.5864
907.9585 231.1083
381.6187 641.5889
573.3071 448.1491
540.0293 568.2400
901.5649 139.0145
190.9300 725.5701
906.6431 688.1233
427.4282 414.2505
546.2097 354.1345
236.9939 539.8573
457.3510 557.0600
575.0217 307.2845
742.6719 405.0664
553.7006 611.9059
570.0588 580.2874
241.7009 506.9007
863.4168 234.7380
250.5000 688.7794
706.1594 714.6479
205.8823 93.5203
538.5463 119.4971
358.9357 452.1249
454.2316 734.3577
228.7441 479.4257
663.2972 514.6578
160.4231 667.3815
814.1584 455.2202
557.9473 169.9544
804.7712 575.7813
494.1084 576.5587
470.1055 673.8458
543.0118 230.0781
863.5461 154.1737
