# k=8
# n=50000
421.0129 417.9353
333.7068 94.3270
875.8121 338.4887
313.6489 428.0512
539.7291 540.0507
780.4515 371.8936
224.0011 710.0744
583.6295 935.5573
418.5233 266.5664
479.3203 163.0903
575.9716 72.7918
236.8352 431.9244
455.0056 646.9210
759.6573 522.6914
151.0463 571.4468
434.4286 613.7615
253.8339 437.0063
565.4299 130.6913
897.5893 361.2850
337.9006 652.4726
598.5821 608.6554
695.1701 680.3662
423.2129 622.9442
595.2515 830.6816
235.5275 261.3834
496.2552 409.3120
750.3154 374.3217
195.2216 643.5691
649.8877 485.3796
775.3894 657.6239
333.9149 744.9782
395.6791 684.2502
324.8394 124.7761
652.9777 163.0516
904.2667 178.5862
421.5106 577.3272
501.5933 506.6554
806.7804 532.9793
179.4416 640.4319
504.4594 912.8079
296.2244 90.7658
620.1500 334.7310
902.8701 134.2760
341.7935 334.5346
557.3412 414.9124
647.4812 640.8092
102.3497 758.3860
632.7286 654.3120
141.4296 392.7182
471.0941 331.3604
574.4524 198.3838
126.9554 564.7870
343.5887 670.4608
572.0043 586.0338
70.4293 658.3838
617.5079 621.4194
131.4021 321.8108
457.0872 78.6854
933.7506 119.2825
76.1009 441.5754
543.2148 590.9224
604.9181 438.9552
74.0541 730.7450
599.7387 839.9800
400.7576 345.8733
635.9172 327.0044
739.7923 147.0728
310.3107 431.1147
350.7684 480.4332
890.5361 360.3262
281.8584 709.8572
505.5510 616.4360
422.3992 159.6612
539.7792 219.9083
569.2625 271.7313
115.2135 333.7929
325.0836 372.9369
598.4520 550.6534
253.0972 931.2998
662.7989 935.4470
149.6777 229.2615
406.5428 284.2140
796.5615 362.5778
328.5619 408.7285
471.1313 509.8212
564.3093 325.8123
215.7724 604.1906
583.9136 652.8246
99.9149 130.6600
399.3220 144.0076
757.7761 236.6512
178.6473 553.1595
392.1687 652.4610
923.6687 585.8491
225.1502 754.3130
530.4036 581.7130
219.2561 259.3992
380.4594 97.6700
863.4957 199.8190
257.2036 658.0439
541.4414 421.0928
931.3204 452.0850
69.6457 819.4915
350.4357 677.2209
377.7294 314.7144
318.3958 231.7838
716.5029 244.6986
140.5926 533.2794
340.1710 419.1348
702.3383 663.2264
91.2056 845.6190
384.6347 776.8323
209.4179 236.2091
595.0927 210.6410
608.1486 108.1638
92.6915 631.2766
552.8718 672.3757
822.2447 321.7508
309.6849 853.9545
583.8194 749.2311
196.5942 233.8884
612.0208 163.3534
759.8639 241.5848
420.5113 614.1312
662.0202 626.0021
673.7864 399.3603
245.7961 659.7770
472.8702 817.1776
406.9676 282.2127
619.1950 98.4802
696.0215 436.6555
117.4379 468.7880
337.5648 344.8060
898.3126 683.2389
305.5308 610.6931
423.6434 649.3874
314.0246 317.9121
477.0672 258.9980
604.5263 265.3350
418.7270 595.9165
348.5579 506.1880
830.7618 408.9727
398.0862 735.3529
576.2117 714.0613
435.6749 356.0559
527.5402 116.7869
727.9437 73.5193
285.6866 643.1816
380.1592 503.8143
743.4219 464.3430
328.9225 913.7512
577.0222 739.6872
423.2415 186.5228
592.1048 309.4319
848.1033 382.0275
146.8746 545.4684
463.5215 562.6145
928.9628 550.5616
66.8522 736.7058
579.3412 893.7079
306.2819 368.5262
318.9265 416.2111
836.0489 289.9165
401.9961 644.2549
350.1715 618.3580
850.1253 387.3268
341.5921 782.3353
384.3104 864.0710
114.2024 292.1214
475.3992 157.6342
774.7855 237.6576
139.3741 675.0428
339.8095 313.6390
744.5337 626.4468
309.4008 845.5011
494.3752 815.5509
188.0840 162.6045
501.0878 72.8229
592.4282 345.2349
127.6374 593.8459
606.6410 464.1841
815.6224 607.7834
386.5090 613.0763
373.4638 705.6238
236.7463 173.0571
316.4001 271.5331
925.0927 199.9224
264.2498 455.8734
478.5502 638.9351
678.1614 555.8995
243.9200 764.4634
655.5137 591.2678
371.6389 176.5635
554.8656 360.9404
807.5285 209.8625
377.7643 347.3558
549.9929 459.1722
761.4247 631.6029
361.6993 798.3151
428.0297 649.8427
234.0768 149.5411
416.5575 421.6580
604.4873 369.4811
204.7053 449.2263
431.8968 341.5196
734.0176 374.9364
228.2534 671.9952
647.9650 908.1534
228.2487 302.3576
661.1158 184.8350
599.8329 151.6907
133.5798 566.9265
452.6706 446.0367
860.6616 399.9395
365.7011 799.8400
462.5975 871.3197
190.8450 391.9680
659.7222 250.9774
821.2437 418.2933
340.9600 594.1276
638.4913 663.3391
845.0754 679.6509
171.8522 795.9323
563.9967 700.2879
210.6917 128.0403
671.6421 195.2513
741.2378 397.5869
132.4188 672.7511
360.1459 323.0111
694.0425 447.1905
406.6166 893.6978
598.0854 726.1605
266.0074 151.2887
625.0736 208.7167
669.2450 301.6773
118.9670 431.1314
659.8166 348.1420
615.8250 389.1296
156.6175 720.1491
406.3161 691.0087
154.9305 152.5332
541.4768 188.6718
702.2959 350.4312
85.6331 366.5159
631.5589 473.6665
854.5513 362.2975
258.6213 879.5152
439.2657 850.5670
291.3910 210.4651
686.5067 209.6135
740.1725 294.8071
181.3145 626.6146
536.5760 533.0002
764.4699 681.8501
433.3488 877.7968
482.9661 716.9212
259.2875 79.8090
353.0954 435.7216
610.5789 414.0192
317.3984 655.6589
341.5012 427.1789
861.7229 315.8170
102.2350 693.9905
377.4268 617.5726
313.6616 96.9711
676.8141 306.0105
581.1625 399.5201
153.0724 493.0490
522.0375 364.4876
750.8096 335.1158
137.3526 906.9651
620.7682 758.5818
318.1921 390.8137
364.9873 247.0386
611.9113 106.1952
103.0883 391.9197
332.4337 393.2064
704.6744 546.0080
384.4771 901.5693
581.5943 752.6579
406.3703 123.6238
352.0420 369.1783
797.6744 141.3679
203.9876 424.0227
474.0737 472.8986
711.8084 611.6525
366.8143 773.4235
489.7925 669.1722
349.5079 432.5824
398.4136 326.1584
824.6460 309.3361
73.9807 519.3968
388.2551 385.3789
779.9186 554.4093
297.0372 840.8245
575.9914 740.6814
80.4218 352.0835
621.1557 375.8034
786.7867 76.8135
135.9568 353.1289
550.9394 516.6055
632.4287 670.9337
429.2411 899.7277
486.4556 671.9231
140.8247 371.5438
575.3508 166.5032
900.9218 275.8498
217.2575 468.2962
582.6726 483.2599
809.7206 358.2628
325.8682 664.5903
653.9314 642.8978
187.4577 264.2545
459.6509 259.5463
908.9275 137.9339
352.0680 572.4868
607.3388 480.3764
732.9430 442.1937
239.9660 657.9671
384.0677 741.0396
134.5489 238.5057
527.4905 178.5481
626.4093 289.4025
385.0667 395.8445
543.3833 559.5067
894.3166 568.3072
177.9328 640.2398
626.3235 674.6896
67.2346 388.9194
386.7149 179.9061
682.1010 158.4629
334.0538 441.0649
477.7137 469.7570
875.0593 319.3460
279.9237 611.9454
368.9494 790.0765
203.3881 86.8195
533.0718 405.3890
804.4156 248.3228
362.7952 655.9542
369.2267 424.7431
924.2956 659.7359
138.5925 826.3659
640.3649 784.2461
325.8351 258.9938
400.5053 142.3970
585.7105 312.1159
114.3835 545.5443
459.2144 476.0436
926.4170 459.4285
240.5363 704.9730
393.1672 646.5292
262.2261 369.0316
346.4384 417.1152
815.4455 82.6840
327.6457 463.0728
505.5051 350.3668
753.8599 507.4720
355.9202 780.3305
576.8083 837.9514
145.4263 71.7865
491.9511 110.9975
615.6679 183.1298
264.1353 543.4044
554.8862 665.9928
600.7819 521.7332
94.9754 813.7577
476.5213 615.0615
178.9499 310.1972
489.9571 416.6515
695.6915 190.0253
408.4678 539.7401
352.6413 606.5771
698.7797 667.8061
300.9511 864.3384
648.4817 753.5002
425.2204 72.0916
440.1471 376.6689
565.5818 314.6737
437.1941 580.7510
635.8087 341.2731
765.1195 541.1068
225.8287 719.7791
608.9683 623.4733
79.3692 284.9028
674.9264 372.6740
814.9355 173.0358
401.6315 327.5793
404.9861 608.0272
898.0118 463.5658
403.4413 604.0725
536.3561 587.8495
150.0085 133.7200
314.8551 214.4905
750.0750 167.8820
306.8664 332.1608
506.5395 510.4029
713.6785 655.5551
109.9865 722.5839
484.9272 702.3014
427.6346 276.9462
506.1521 227.4942
726.5505 419.1240
362.1846 555.3365
373.3973 535.4450
610.4386 444.1080
71.1373 826.9415
679.0463 801.6892
276.1656 156.4039
478.3929 236.6599
721.1209 163.5307
144.7621 594.0026
669.6712 620.4726
795.5778 322.9647
175.8427 877.4983
677.2688 767.9442
275.8448 319.8908
405.1729 329.5473
699.3903 380.1474
235.6465 561.2736
521.0356 513.0093
735.3270 669.5767
345.5508 719.9327
502.0163 899.1923
342.6320 307.4012
672.0649 106.4382
786.7497 296.5850
232.9826 673.6990
675.3020 458.9609
793.6096 599.6462
323.5425 698.5290
611.8308 693.2995
117.5896 311.7136
555.9659 215.6882
749.5675 432.9729
365.5251 465.1249
654.3913 526.3784
714.3457 555.0663
356.3418 898.6063
563.8643 812.7791
212.8118 77.6027
483.0227 105.3655
915.8532 198.4190
289.3798 587.4352
379.4866 625.0673
684.6185 342.6683
287.4142 713.3783
657.1672 729.2546
97.9184 69.4151
323.8922 247.5496
830.3114 81.7189
186.1832 491.9023
649.0927 676.4703
890.6624 552.0801
278.1600 646.1068
542.1005 624.7272
176.1998 373.8232
525.5471 334.8258
737.0173 167.2705
251.3852 527.4423
403.1530 629.5352
930.4315 380.4525
153.3114 866.7625
583.1900 646.8607
282.2378 151.8043
636.0609 282.7906
754.0574 123.1112
214.6524 489.8558
448.1690 379.9556
636.8125 575.0829
409.3574 878.9834
543.2009 859.1251
112.5991 141.2418
576.3999 63.0436
593.9704 354.5556
136.3489 381.8322
460.7924 626.3085
566.4004 641.5547
176.8193 776.6357
489.7249 608.1381
421.8725 128.4432
614.3523 392.1087
732.7210 422.5691
86.0803 367.9196
493.9073 340.5169
865.4255 509.9666
362.0801 669.9311
322.7067 896.3714
140.6493 218.8749
359.6214 282.5694
736.4756 136.7753
77.1769 439.1330
606.3221 370.2365
648.1422 544.4869
300.6529 864.1382
554.3911 881.1799
120.7683 408.2640
323.3067 107.1170
601.3562 353.1346
251.7330 658.0291
678.0732 669.5903
792.7980 444.2549
421.4256 837.2188
386.0013 769.9264
70.1279 69.0507
